cust_id,year,state,date_issued,date_final,emp_duration,own_type,income_type,app_type,loan_purpose,interest_payments,grade,annual_pay,loan_amount,interest_rate,loan_duration,dti,total_pymnt,total_rec_prncp,recoveries,installment,is_default
351512,2008,Odisha,01/07/08,1072011,4,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,25692,5800,12.22, 36 months,20.88,6987.29,5799.98,0,193.26,0
351355,2008,Maharashtra,01/07/08,1012009,6,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,B,60996,6000,9.76, 36 months,12.37,1157.58,882.56,0,192.93,1
351544,2008,Kerala,01/07/08,1072011,6,RENT,Low,INDIVIDUAL,credit_card,Low,C,66000,7500,12.22, 36 months,12.11,8996.2,7500.01,0,249.9,0
351591,2008,Uttarakhand,01/07/08,1022011,4,OWN,Low,INDIVIDUAL,debt_consolidation,Low,C,35000,7500,11.34, 36 months,10.66,8848.79,7500,0,246.75,0
351285,2008,Gujarat,01/07/08,1092008,1,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,22000,3000,14.18, 36 months,15.44,334.5,135.5,128.9,102.8,1
351288,2008,Bihar,01/07/08,1042009,4,RENT,Low,INDIVIDUAL,car,Low,C,64008,7000,11.59, 36 months,10.63,2326.4,1529.88,246.23,231.14,1
351243,2008,Nagaland,01/07/08,1112009,1,RENT,Low,INDIVIDUAL,debt_consolidation,High,D,23196,7500,13.24, 36 months,16.76,4220.7,2834.92,209.93,253.58,1
351620,2008,Uttarakhand,01/07/08,1032009,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,60000,6000,10.01, 36 months,11.22,6366.29,6000,0,193.64,0
351795,2008,Karnataka,01/07/08,1042011,10,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,B,40000,7500,10.64, 36 months,2.07,8060.25,6779.7,0,244.27,1
351639,2008,Telangana,01/07/08,1012011,2,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,38667,4800,11.91, 36 months,7.98,5699.57,4799.99,0,159.23,0
351643,2008,Chhattisgarh,01/07/08,1072011,6,RENT,Low,INDIVIDUAL,other,High,D,30000,5000,13.8, 36 months,17.88,6134.39,5000,0,170.41,0
351653,2008,Bihar,01/07/08,1082010,2,MORTGAGE,Low,INDIVIDUAL,other,Low,D,18996,2400,13.17, 36 months,24.51,2176.74,1564.38,150.24,81.07,1
351659,2008,Manipur,01/07/08,1052011,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,39996,7500,12.22, 36 months,24.63,8988.66,7500,0,249.9,0
351685,2008,Assam,01/07/08,1072011,9,RENT,Low,INDIVIDUAL,car,High,E,35000,4800,15.07, 36 months,17.47,4996.74,3999.99,0,138.8,0
351701,2008,Kerala,01/07/08,1082011,0.5,RENT,Low,INDIVIDUAL,moving,Low,C,14000,1500,12.22, 36 months,21.51,1830.21,1500,0,49.98,0
351721,2008,Gujarat,01/07/08,1062009,8,RENT,Low,INDIVIDUAL,house,High,D,51000,6000,14.12, 36 months,9.01,2259.4,1573.27,0,205.42,1
351724,2008,Rajasthan,01/08/08,1082010,8,RENT,Low,INDIVIDUAL,other,Low,B,58752,3000,10.01, 36 months,10.8,2511.44,2200,0,71,0
351734,2008,Uttarakhand,01/07/08,1012011,1,MORTGAGE,Low,INDIVIDUAL,credit_card,High,F,45000,7500,16.01, 36 months,22.83,9422.31,7500,0,263.72,0
351735,2008,Assam,01/07/08,1072011,8,MORTGAGE,Low,INDIVIDUAL,major_purchase,Low,C,25500,5600,11.91, 36 months,2.68,6687.29,5600,0,185.76,0
351740,2008,Bihar,01/07/08,1072011,1,RENT,Low,INDIVIDUAL,moving,High,E,23000,2500,15.07, 36 months,24.47,3122.95,2499.99,0,86.75,0
351773,2008,Punjab,01/07/08,1072011,2,OTHER,Low,INDIVIDUAL,home_improvement,High,F,50000,7500,16.65, 36 months,20.93,9579.1,7499.99,0,266.1,0
351780,2008,Andhra Pradesh,01/07/08,1072011,10,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,A,91000,7000,8, 36 months,6.36,7896.71,7000,0,219.36,0
351785,2008,Bihar,01/07/08,1072011,6,RENT,Low,INDIVIDUAL,moving,Low,C,60996,3000,12.22, 36 months,21.35,3598.43,2999.99,0,99.96,0
351801,2008,Kerala,01/07/08,1082008,10,RENT,Low,INDIVIDUAL,home_improvement,Low,C,83004,5000,11.28, 36 months,13.53,164.35,117.35,0,164.36,1
351628,2008,Assam,01/07/08,1022011,2,MORTGAGE,Low,INDIVIDUAL,moving,Low,A,33996,3600,8.63, 36 months,0.71,4086.82,3600,0,113.87,0
351808,2008,Odisha,01/07/08,1042009,7,RENT,Low,INDIVIDUAL,other,Low,C,20000,5075,12.54, 36 months,18.72,4306.9,4000,0,133.9,0
352020,2008,Tamil Nadu,01/07/08,1072011,9,MORTGAGE,Low,INDIVIDUAL,credit_card,High,D,95000,5000,13.55, 36 months,7.79,6112.63,5000,0,169.8,0
351782,2008,Chhattisgarh,01/07/08,1112009,5,RENT,Low,INDIVIDUAL,credit_card,High,D,71000,7000,14.12, 36 months,6.24,8083.06,7000,0,239.66,0
351634,2008,Gujarat,01/07/08,1072011,5,MORTGAGE,Low,INDIVIDUAL,credit_card,High,E,71000,7000,15.38, 36 months,23.54,8797.72,7000,0,243.97,0
351835,2008,Uttarakhand,01/07/08,1112010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,26004,6500,11.91, 36 months,21.97,7687.42,6500,0,215.62,0
351860,2008,Arunachal Pradesh,01/07/08,1072010,0.5,RENT,Low,INDIVIDUAL,major_purchase,Low,A,22480,7000,8, 36 months,10.04,4924.79,3959.15,168.25,219.36,1
351870,2008,Mizoram,01/07/08,1072011,10,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,41196,6800,11.59, 36 months,11.91,8082.89,6799.99,0,224.53,0
351878,2008,Uttar Pradesh,01/07/08,1032011,3,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,D,68000,7500,13.8, 36 months,18.16,9158.74,7500,0,255.61,0
351914,2008,Maharashtra,01/07/08,1072011,2,MORTGAGE,Low,INDIVIDUAL,other,Low,C,32000,7500,11.59, 36 months,13.91,8914.99,7500,0,247.65,0
351963,2008,Manipur,01/07/08,1072011,0.5,RENT,Low,INDIVIDUAL,other,Low,D,25000,5000,12.86, 36 months,23.23,6052.67,5000,0,168.14,0
351829,2008,Goa,01/07/08,1052011,10,MORTGAGE,Low,INDIVIDUAL,medical,Low,C,55536,1000,11.28, 36 months,17.96,1182.37,1000.01,0,32.88,0
351964,2008,Sikkim,01/07/08,1072011,5,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,B,51000,8000,10.96, 36 months,12.28,9423.23,7999.99,0,261.76,0
351979,2008,Chhattisgarh,01/07/08,1072011,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,B,51996,1500,9.7, 36 months,15.62,1734.8,1500,0,48.19,0
352021,2008,Bihar,01/07/08,1032010,5,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,B,78000,7500,9.76, 36 months,13.91,4581.85,3685.39,0,241.16,1
351986,2008,Madhya Pradesh,01/07/08,1042009,6,RENT,Low,INDIVIDUAL,other,Low,B,33792,5000,9.7, 36 months,7.24,5328.09,5000,0,160.64,0
352011,2008,Odisha,01/07/08,1102008,0.5,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,C,55000,4500,12.54, 36 months,10.89,4637.82,4500,0,150.63,0
352039,2008,Meghalaya,01/07/08,1032010,1,RENT,Low,INDIVIDUAL,credit_card,Low,C,63369,11000,11.91, 36 months,13.9,12671.24,11000,0,364.89,0
351978,2008,Haryana,01/07/08,1042010,10,RENT,Low,INDIVIDUAL,major_purchase,Low,A,23000,6500,8.63, 36 months,9.34,6988.66,6500,0,205.59,0
348070,2008,Arunachal Pradesh,01/05/08,1032009,2,MORTGAGE,Medium,INDIVIDUAL,wedding,High,G,137500,6700,18.61, 36 months,28.26,7636.9,6700,0,244.28,0
350621,2008,Telangana,01/07/08,1012010,5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,D,30000,6000,12.61, 36 months,19.92,3766.37,2718.48,147.83,201.04,1
352047,2008,Assam,01/07/08,1032009,4,OTHER,Low,INDIVIDUAL,major_purchase,Low,B,78000,5600,10.64, 36 months,4.26,5938.85,5600,0,182.39,0
352670,2008,Chhattisgarh,01/08/08,1112010,5,MORTGAGE,Low,INDIVIDUAL,credit_card,High,F,90000,15000,16.01, 36 months,5.93,9965.62,8000,0,281.3,0
352357,2008,Odisha,01/07/08,1092011,0.5,MORTGAGE,Low,INDIVIDUAL,other,Low,B,14004,1500,10.64, 36 months,4.2,1320.13,1100,0,35.83,0
352330,2008,Goa,01/07/08,1072011,2,MORTGAGE,Low,INDIVIDUAL,wedding,High,G,52500,4000,17.91, 36 months,29.9,5212.47,4000,0,144.43,0
352079,2008,Rajasthan,01/07/08,1052010,1,RENT,Low,INDIVIDUAL,debt_consolidation,High,D,55000,12000,13.49, 36 months,14.53,6413.64,3767.92,370.45,407.17,1
352080,2008,Gujarat,01/07/08,1122010,5,RENT,Low,INDIVIDUAL,home_improvement,Low,B,62000,3000,9.7, 36 months,3.31,3442.33,3000,0,96.38,0
352130,2008,Rajasthan,01/07/08,1042009,1,RENT,Low,INDIVIDUAL,other,Low,A,51000,5000,8, 36 months,11.6,2411.94,2300,0,72.08,0
352372,2008,Rajasthan,01/08/08,1082011,2,RENT,Low,INDIVIDUAL,other,High,F,45000,14125,16.96, 36 months,18.8,18119.01,14125,0,503.32,0
352132,2008,Haryana,01/07/08,1072011,1,RENT,Medium,INDIVIDUAL,other,Low,C,110004,3500,11.91, 36 months,8.44,4179.55,3500.01,0,116.1,0
352172,2008,Andhra Pradesh,01/07/08,1082011,5,OTHER,Medium,INDIVIDUAL,debt_consolidation,Low,B,108000,10000,9.7, 36 months,9.77,8963.21,7749.99,0,248.99,0
352189,2008,Chhattisgarh,01/07/08,1072009,6,OWN,Low,INDIVIDUAL,moving,Low,B,30000,7500,10.96, 36 months,1.8,6503.14,6000,0,196.32,0
352190,2008,Goa,01/08/08,1082011,0.5,RENT,Low,INDIVIDUAL,other,Low,C,54996,5000,12.54, 36 months,22.13,3313.74,2750,0,92.06,0
352207,2008,Manipur,01/07/08,1112010,3,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,34500,6725,15.7, 36 months,8.7,6370.32,4738.21,13.71,235.44,1
352232,2008,Meghalaya,01/07/08,1012010,4,RENT,Medium,INDIVIDUAL,credit_card,High,F,184000,15000,16.96, 36 months,12.76,9165.53,5637.42,421.32,534.5,1
352252,2008,Manipur,01/07/08,1082011,8,MORTGAGE,Low,INDIVIDUAL,other,Low,C,50004,2000,11.91, 36 months,16.03,2388.93,2000,0,66.35,0
352163,2008,Manipur,01/07/08,1082011,10,RENT,Low,INDIVIDUAL,car,Low,C,48000,6000,12.22, 36 months,14.77,2998.75,2500,0,83.3,0
352662,2008,Telangana,01/08/08,1082011,3,MORTGAGE,Low,INDIVIDUAL,other,High,D,72000,5000,14.12, 36 months,1.57,5053.15,4100,0,140.37,0
352661,2008,Odisha,01/08/08,1092010,3,MORTGAGE,Medium,INDIVIDUAL,debt_consolidation,Low,C,138000,9000,12.22, 36 months,19,5237.57,4450,0,148.28,0
352645,2008,Bihar,01/08/08,1022011,1,MORTGAGE,Low,INDIVIDUAL,educational,High,E,42450,6000,15.7, 36 months,23.89,4836.49,3594.62,80.28,157.55,1
352063,2008,West Bengal,01/07/08,1072011,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,30000,7000,15.7, 36 months,24.12,8822.17,7000.01,0,245.07,0
353294,2008,Odisha,01/08/08,1082011,5,RENT,Low,INDIVIDUAL,wedding,High,E,60000,5600,15.07, 36 months,9.94,5496.41,4400.01,0,152.68,0
353246,2008,Mizoram,01/08/08,1102010,8,RENT,Low,INDIVIDUAL,home_improvement,Low,C,56052,7200,11.28, 36 months,19.25,8402.33,7200,0,236.68,0
352378,2008,Himachal Pradesh,01/07/08,1102008,0.5,OWN,Low,INDIVIDUAL,other,Low,B,50000,14000,10.33, 36 months,16.15,8630.2,480.72,7978.52,325.85,1
352403,2008,West Bengal,01/07/08,1122009,3,RENT,Low,INDIVIDUAL,wedding,High,E,48000,5000,15.38, 36 months,15.65,5845.27,5000,0,174.26,0
352416,2008,Nagaland,01/07/08,1082011,4,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,B,41000,7500,10.71, 36 months,12.38,7041.9,6000,0,195.61,0
352427,2008,Arunachal Pradesh,01/07/08,1112010,0.5,OWN,Low,INDIVIDUAL,credit_card,Low,A,43500,7500,8.63, 36 months,10.18,6077.61,5400,0,170.8,0
352441,2008,Karnataka,01/07/08,1032011,7,RENT,Low,INDIVIDUAL,other,High,E,50000,8500,15.7, 36 months,24.91,10656.05,8500,0,297.58,0
352479,2008,Mizoram,01/08/08,1082011,0.5,OTHER,Low,INDIVIDUAL,debt_consolidation,High,G,82000,9750,18.86, 36 months,27.26,9877.94,7500,0,274.39,0
352484,2008,Andhra Pradesh,01/07/08,1102009,5,RENT,Low,INDIVIDUAL,other,Low,B,45000,15000,10.96, 36 months,1.33,7041.62,5065.45,422.42,472.81,1
352524,2008,Tripura,01/07/08,1102010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,52596,7500,15.7, 36 months,21.38,9237.9,7500,0,262.57,0
352541,2008,Haryana,01/08/08,1092011,1,RENT,Low,INDIVIDUAL,credit_card,Low,D,55162,8000,13.17, 36 months,10.81,9084.64,7449.99,0,251.64,0
352545,2008,Haryana,01/08/08,1022011,1,RENT,Low,INDIVIDUAL,major_purchase,Low,B,87000,7500,10.33, 36 months,5.41,6504.15,5600,0,181.57,0
352549,2008,Kerala,01/08/08,1082011,2,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,D,49000,7000,13.17, 36 months,16.09,7781.88,6400.01,0,216.17,0
352590,2008,Sikkim,01/08/08,1032011,1,RENT,Low,INDIVIDUAL,moving,Low,B,54000,2000,10.01, 36 months,11.56,1215.66,1050,0,33.89,0
352258,2008,Himachal Pradesh,01/08/08,1032011,10,MORTGAGE,Low,INDIVIDUAL,house,Low,D,52320,15000,12.86, 36 months,18.14,18079.12,15000,0,504.4,0
352280,2008,West Bengal,01/07/08,1052011,0.5,RENT,Low,INDIVIDUAL,home_improvement,Low,C,65000,15000,11.91, 36 months,19.66,17913.09,15000,0,497.58,0
352302,2008,Andhra Pradesh,01/07/08,1022009,5,MORTGAGE,Low,INDIVIDUAL,major_purchase,Low,C,57000,15000,12.22, 36 months,22.76,2277.88,1609.12,0,376.52,1
352303,2008,Rajasthan,01/07/08,1082011,0.5,RENT,Low,INDIVIDUAL,other,Low,A,50000,2900,8, 36 months,4.82,1353.71,1200,0,37.61,0
352720,2008,Manipur,01/08/08,1082011,3,MORTGAGE,Medium,INDIVIDUAL,home_improvement,High,D,200000,10000,13.8, 36 months,3.07,6379.88,5200,0,177.22,0
353029,2008,Himachal Pradesh,01/08/08,1082011,9,MORTGAGE,Low,INDIVIDUAL,credit_card,High,G,56701,4250,18.86, 36 months,27.6,5597.44,4250,0,155.49,0
352990,2008,Tripura,01/08/08,1082011,2,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,F,40900,4000,16.01, 36 months,24.47,3924,3100,0,109.01,0
355485,2008,Uttar Pradesh,01/09/08,1082010,4,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,63500,6000,11.28, 36 months,14.68,3855.72,3057.49,0,167.65,1
352747,2008,Haryana,01/08/08,1022011,2,RENT,Low,INDIVIDUAL,car,Low,A,31000,6500,8.32, 36 months,4.26,4967.23,4400,0,138.54,0
352749,2008,Tripura,01/08/08,1062011,3,RENT,Low,INDIVIDUAL,credit_card,Low,A,82000,5000,8.32, 36 months,8.34,3398.28,3000,0,94.46,0
352752,2008,Rajasthan,01/08/08,1082011,2,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,36934,10000,12.22, 36 months,13.16,8876.21,7399.99,0,246.57,0
352787,2008,Madhya Pradesh,01/08/08,1032011,0.5,MORTGAGE,Low,INDIVIDUAL,home_improvement,Low,C,31000,3000,12.54, 36 months,3.02,2399.78,2000,0,66.95,0
352816,2008,Tamil Nadu,01/08/08,1022011,0.5,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,35500,3000,11.28, 36 months,22.78,1400.05,1200,0,39.45,0
352830,2008,Kerala,01/08/08,1082011,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,47000,6000,10.33, 36 months,1.79,3968.48,3400,0,110.24,0
352834,2008,Himachal Pradesh,01/08/08,1082011,6,RENT,Low,INDIVIDUAL,other,Low,B,30000,2500,10.64, 36 months,15.6,1817.23,1550,0,50.49,0
352873,2008,West Bengal,01/08/08,1032011,10,MORTGAGE,Medium,INDIVIDUAL,credit_card,Low,D,105000,7500,12.86, 36 months,10.71,5815.42,4825,0,162.25,0
352899,2008,Punjab,01/08/08,1072011,0.5,RENT,Low,INDIVIDUAL,house,High,D,35000,2400,13.8, 36 months,26.19,1420,1200,0,40.9,0
352901,2008,Chhattisgarh,01/08/08,1072010,3,RENT,Low,INDIVIDUAL,credit_card,High,D,77291,7000,14.12, 36 months,12.37,4701.68,3925,0,134.38,0
352912,2008,Uttarakhand,01/08/08,1022009,0.5,RENT,Low,INDIVIDUAL,educational,High,D,42000,4500,14.12, 36 months,8.11,846.92,291.6,415.52,71.9,1
353062,2008,Rajasthan,01/08/08,1082011,3,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,79000,7000,12.54, 36 months,10.92,6748.06,5600,0,187.45,0
354101,2008,Mizoram,01/08/08,1032009,1,MORTGAGE,Low,INDIVIDUAL,other,Low,B,75000,4900,10.96, 36 months,9.92,795.83,589.66,0,113.71,1
353220,2008,Andhra Pradesh,01/08/08,1082011,1,RENT,Medium,INDIVIDUAL,other,Low,C,160000,7500,11.28, 36 months,11.19,5946.4,5025,0,165.18,0
353212,2008,Uttar Pradesh,01/08/08,1082011,0.5,RENT,Low,INDIVIDUAL,other,Low,B,27800,5200,10.96, 36 months,12.52,4004.83,3399.99,0,111.25,0
352346,2008,Himachal Pradesh,01/07/08,1082010,10,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,75127,15000,10.64, 36 months,14.62,11623.46,10100,0,328.95,0
353287,2008,Chhattisgarh,01/08/08,1022010,10,OTHER,Low,INDIVIDUAL,debt_consolidation,High,D,35000,5000,13.8, 36 months,11.28,5474.16,4700,0,160.18,0
352719,2008,Haryana,01/08/08,1032009,10,MORTGAGE,High,INDIVIDUAL,medical,Low,C,285000,10925,11.91, 36 months,4.33,1625.4,1173.56,0,232.2,1
352725,2008,Maharashtra,01/08/08,1062009,3,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,58000,10000,10.96, 36 months,15.43,5812.73,5400,0,176.69,0
353071,2008,Tripura,01/08/08,1122009,8,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,A,84000,7500,8.63, 36 months,16.11,4646.3,4250,0,134.42,0
353115,2008,Odisha,01/08/08,1082011,4,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,27996,5000,11.91, 36 months,19.33,4179.54,3500,0,116.1,0
353120,2008,Manipur,01/08/08,1082011,0.5,RENT,Low,INDIVIDUAL,major_purchase,High,D,52500,3200,13.8, 36 months,17.44,3925.95,3200,0,109.06,0
353150,2008,Gujarat,01/08/08,1022009,1,RENT,Low,INDIVIDUAL,wedding,Low,B,18008,3000,9.7, 36 months,7.13,1227.66,1200,0,38.56,0
353151,2008,Telangana,01/08/08,1092011,6,OWN,Low,INDIVIDUAL,major_purchase,Low,B,22000,7500,10.96, 36 months,20.02,6301.69,5350,0,175.06,0
353173,2008,Maharashtra,01/08/08,1052010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,44556,7000,11.59, 36 months,8,5795.89,5050,0,166.75,0
353189,2008,Telangana,01/08/08,1082011,5,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,E,75000,7500,15.07, 36 months,19.44,9383.81,7499.99,0,260.25,0
353191,2008,Madhya Pradesh,01/08/08,1082011,3,RENT,Medium,INDIVIDUAL,credit_card,Low,C,155000,7500,11.59, 36 months,11.92,6775.41,5700,0,188.21,0
353195,2008,Madhya Pradesh,01/08/08,1042009,2,MORTGAGE,Low,INDIVIDUAL,major_purchase,Low,D,71688,7500,13.17, 36 months,18.95,6808.01,6300,0,212.79,0
353199,2008,Tamil Nadu,01/08/08,1102010,2,RENT,Medium,INDIVIDUAL,credit_card,Low,C,116700,7500,12.22, 36 months,11.75,8364.28,7100,0,236.57,0
353203,2008,Tamil Nadu,01/08/08,1082011,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,27500,5000,15.07, 36 months,7.9,6245.85,5000,0,173.5,0
353217,2008,Tripura,01/08/08,1102009,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,E,45900,7500,14.75, 36 months,17.73,8594.38,7500,0,259.08,0
350671,2008,West Bengal,01/07/08,1072011,0.5,RENT,Low,INDIVIDUAL,wedding,Low,A,50000,7000,8.32, 36 months,4.42,7933.95,7000,0,220.39,0
354117,2008,Uttar Pradesh,01/08/08,1092010,1,RENT,Low,INDIVIDUAL,other,Low,B,30000,5000,10.96, 36 months,0.6,3911.4,3375,0,110.43,0
354219,2008,Maharashtra,01/08/08,1032011,6,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,44720,7500,10.96, 36 months,18.52,6638.33,5675,0,185.69,0
355405,2008,Maharashtra,01/09/08,1082010,0.5,OWN,Low,INDIVIDUAL,debt_consolidation,Low,A,40000,6400,8.32, 36 months,13.02,5014.03,4500,0,141.68,0
353553,2008,Telangana,01/08/08,1082011,10,OTHER,Low,INDIVIDUAL,medical,High,D,45000,3500,14.12, 36 months,10.19,4313.63,3499.99,0,119.83,0
353326,2008,West Bengal,01/08/08,1112009,8,RENT,Low,INDIVIDUAL,major_purchase,Low,D,42000,6500,13.17, 36 months,11.83,6168.52,5425,0,183.24,0
353338,2008,Gujarat,01/08/08,1092009,0.5,RENT,Low,INDIVIDUAL,other,Low,B,40000,7500,10.01, 36 months,5.13,3013.83,2191.81,203.1,216.23,1
353344,2008,Maharashtra,01/08/08,1012009,3,RENT,Low,INDIVIDUAL,educational,High,G,44000,3000,18.54, 36 months,26.68,3200.39,3000,0,109.28,0
353365,2008,Mizoram,01/08/08,1082011,10,MORTGAGE,Low,INDIVIDUAL,car,Low,A,26796,3000,8.32, 36 months,6.58,2833.48,2500,0,78.72,0
354812,2008,Meghalaya,01/09/08,1032010,2,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,F,80000,6275,16.96, 36 months,19.89,7047.13,6275,0,223.6,0
353366,2008,Karnataka,01/08/08,1122008,8,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,D,80500,7500,13.17, 36 months,23.03,7348.83,7050,0,238.13,0
353371,2008,Haryana,01/08/08,1082011,10,RENT,Low,INDIVIDUAL,credit_card,Low,B,68608,7500,10.33, 36 months,8.62,8170.33,7000,0,226.96,0
353381,2008,Mizoram,01/08/08,1082011,2,MORTGAGE,Low,INDIVIDUAL,other,Low,C,42000,2000,11.28, 36 months,13.43,2366.66,2000,0,65.75,0
353417,2008,Andhra Pradesh,01/08/08,1082011,0.5,RENT,Low,INDIVIDUAL,other,High,E,62400,4000,14.75, 36 months,12.96,4974.01,4000.01,0,138.18,0
353423,2008,Sikkim,01/08/08,1102009,0.5,RENT,Low,INDIVIDUAL,credit_card,Low,C,24000,3000,11.28, 36 months,12.45,1023.82,777.44,0,73.14,1
353460,2008,Nagaland,01/08/08,1122011,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,53000,4000,11.28, 36 months,16.78,2637.96,2225,0,73.14,0
353472,2008,Haryana,01/08/08,1082011,10,RENT,Low,INDIVIDUAL,wedding,Low,B,44724,6500,10.96, 36 months,17.41,4387.63,3725,0,121.89,0
353370,2008,Tamil Nadu,01/08/08,1012010,2,RENT,Low,INDIVIDUAL,credit_card,Low,C,42000,5000,11.91, 36 months,23.63,5678.67,5000,0,165.86,0
355380,2008,Madhya Pradesh,01/09/08,1042010,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,42000,7500,10.33, 36 months,0,6232.77,5575,0,180.76,0
353624,2008,Bihar,01/08/08,1022011,2,RENT,Low,INDIVIDUAL,car,Low,A,31000,1800,8.32, 36 months,8.5,1806.24,1600,0,50.38,0
354818,2008,Tamil Nadu,01/09/08,1092011,5,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,C,100000,7500,11.59, 36 months,20.29,7013.09,5900,0,194.82,0
354041,2008,Uttar Pradesh,01/08/08,1082011,0.5,RENT,Low,INDIVIDUAL,educational,High,F,55000,3000,16.33, 36 months,26.05,3814.43,3000,0,105.97,0
352072,2008,Andhra Pradesh,01/07/08,1042010,0.5,MORTGAGE,Low,INDIVIDUAL,other,Low,A,42000,7500,8.63, 36 months,19.2,4027.04,2932.77,205.52,237.21,1
353584,2008,Tamil Nadu,01/08/08,1082011,7,RENT,Low,INDIVIDUAL,other,Low,D,33888,3200,12.86, 36 months,14.77,3873.69,3200,0,107.61,0
355345,2008,Manipur,01/09/08,1092011,1,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,32000,6000,14.43, 36 months,28.76,5972.93,4825.01,0,165.92,0
355295,2008,Nagaland,01/09/08,1062009,6,MORTGAGE,Medium,INDIVIDUAL,other,Low,D,105000,7500,13.17, 36 months,1.03,2300.06,1421.61,273.74,253.32,1
353589,2008,Karnataka,01/08/08,1082011,0.5,RENT,Low,INDIVIDUAL,credit_card,Low,D,60000,5000,13.17, 36 months,14.6,6079.56,5000.01,0,168.88,0
355250,2008,Tripura,01/09/08,1092009,0.5,RENT,Low,INDIVIDUAL,credit_card,Low,C,60000,7500,11.91, 36 months,21.82,2428.09,1796.09,0,202.35,1
355228,2008,Assam,01/09/08,1112009,0.5,RENT,Low,INDIVIDUAL,credit_card,Low,C,72000,7500,11.28, 36 months,16.86,3255.04,2323.72,194.92,218.6,1
355161,2008,Nagaland,01/09/08,1042011,0.5,RENT,Low,INDIVIDUAL,credit_card,Low,D,61000,7500,13.17, 36 months,13.79,6657.68,5500,0,185.77,0
355062,2008,Maharashtra,01/09/08,1032011,9,MORTGAGE,Low,INDIVIDUAL,credit_card,High,E,49920,7500,14.43, 36 months,17.67,9221.2,7500,0,257.91,0
353601,2008,Uttar Pradesh,01/08/08,1082011,2,RENT,Low,INDIVIDUAL,major_purchase,Low,A,50000,5500,8.32, 36 months,17.9,4873.65,4299.99,0,135.39,0
355011,2008,Meghalaya,01/09/08,1052011,8,RENT,Low,INDIVIDUAL,major_purchase,Low,A,41004,6000,7.68, 36 months,9.39,3471.9,3100,0,96.69,0
354986,2008,Tripura,01/09/08,1072009,6,MORTGAGE,Low,INDIVIDUAL,credit_card,High,E,80000,7000,15.38, 36 months,9.24,2681.12,1634.47,241.62,243.97,1
354908,2008,Mizoram,01/09/08,1032009,10,MORTGAGE,Medium,INDIVIDUAL,home_improvement,Low,C,139720,7500,12.54, 36 months,10.85,1154.76,815.3,0,192.47,1
354885,2008,Goa,01/09/08,1012010,5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,35000,3000,10.01, 36 months,1.2,2383.36,2150,0,69.39,0
353548,2008,Madhya Pradesh,01/08/08,1102009,0.5,MORTGAGE,Low,INDIVIDUAL,home_improvement,Low,C,38000,7500,11.59, 36 months,8.53,3072.42,2177.28,183.52,206.37,1
